Stn Id,Station,Region,Date,DayofYear,CIMIS Eto,Precip,SolRatio,Avg Vap,Max Air Temp ,Min Air Temp,Avg Air Temp,Max Rel Hum,Min Rel Hum,Avg Rel Hum,Dew Pt ,Avg wSpd,Wnd Run,Avg Soil Temp
6,Davis,Sacramento Valley,02/08/2002,214.00,0.23,0.00,0.63,16.30,84.90,56.60,69.80,89.00,41.00,65.00,57.70,7.00,169.00,70.00
6,Davis,Sacramento Valley,03/08/2002,215.00,0.23,0.00,0.60,14.20,78.30,55.40,65.70,84.00,45.00,66.00,53.90,9.90,240.10,68.70
6,Davis,Sacramento Valley,04/08/2002,216.00,0.19,0.00,0.59,13.90,81.30,52.70,65.90,87.00,42.00,64.00,53.30,4.30,103.30,67.60
6,Davis,Sacramento Valley,05/08/2002,217.00,0.26,0.00,0.64,11.20,85.70,54.50,70.40,86.00,21.00,44.00,47.50,5.80,139.00,68.20
6,Davis,Sacramento Valley,06/08/2002,218.00,0.23,0.00,0.66,10.90,83.60,47.20,66.10,82.00,27.00,50.00,46.80,4.60,112.20,67.50
6,Davis,Sacramento Valley,07/08/2002,219.00,0.29,0.00,0.66,9.30,92.40,51.50,72.80,80.00,11.00,34.00,42.50,5.90,143.20,67.50
6,Davis,Sacramento Valley,08/08/2002,220.00,0.28,0.00,0.66,8.90,98.20,52.90,76.90,61.00,11.00,28.00,41.50,4.80,116.30,67.50
6,Davis,Sacramento Valley,09/08/2002,221.00,0.28,0.00,0.64,9.90,102.20,56.50,80.30,66.00,9.00,28.00,44.30,4.60,109.90,68.50
6,Davis,Sacramento Valley,10/08/2002,222.00,0.27,0.00,0.64,10.70,101.60,57.60,79.60,63.00,12.00,31.00,46.40,4.30,104.20,69.60
6,Davis,Sacramento Valley,11/08/2002,223.00,0.26,0.00,0.66,11.10,99.30,54.20,76.50,72.00,14.00,36.00,47.30,4.60,111.60,69.70
6,Davis,Sacramento Valley,12/08/2002,224.00,0.26,0.00,1.00,13.90,97.40,--,84.40,86.00,20.00,35.00,53.40,5.10,123.20,69.90
6,Davis,Sacramento Valley,13/08/2002,225.00,0.25,0.00,0.71,14.90,97.30,56.00,74.20,83.00,25.00,52.00,55.20,5.00,121.80,69.80
6,Davis,Sacramento Valley,14/08/2002,226.00,0.24,0.00,0.72,15.10,94.90,54.40,71.90,87.00,28.00,56.00,55.60,4.60,112.00,69.60
6,Davis,Sacramento Valley,15/08/2002,227.00,0.24,0.00,0.69,15.50,93.10,55.70,71.50,87.00,28.00,59.00,56.40,5.00,120.10,69.70
6,Davis,Sacramento Valley,16/08/2002,228.00,0.23,0.00,0.67,15.80,89.30,56.60,70.90,85.00,34.00,61.00,56.80,5.60,134.50,69.00
6,Davis,Sacramento Valley,17/08/2002,229.00,0.21,0.00,0.66,14.50,86.10,52.90,67.00,90.00,38.00,64.00,54.50,4.70,114.60,68.40
6,Davis,Sacramento Valley,18/08/2002,230.00,0.23,0.00,0.69,14.20,90.00,51.50,68.00,89.00,33.00,61.00,53.90,5.00,121.10,67.90
6,Davis,Sacramento Valley,19/08/2002,231.00,0.22,0.00,0.70,13.00,77.10,53.40,63.30,86.00,46.00,65.00,51.50,7.40,178.90,67.20
6,Davis,Sacramento Valley,20/08/2002,232.00,0.22,0.00,0.70,12.50,86.40,50.10,66.80,89.00,25.00,56.00,50.40,4.60,111.30,--
6,Davis,Sacramento Valley,21/08/2002,233.00,0.24,0.00,0.71,12.40,87.30,50.80,68.50,85.00,25.00,52.00,50.20,5.30,128.60,67.00
6,Davis,Sacramento Valley,22/08/2002,234.00,0.21,0.00,0.73,12.80,80.00,49.90,62.80,89.00,37.00,66.00,51.20,6.70,162.10,--
6,Davis,Sacramento Valley,23/08/2002,235.00,0.20,0.00,0.71,12.80,80.30,47.40,62.10,92.00,36.00,67.00,51.10,4.80,116.20,--
6,Davis,Sacramento Valley,24/08/2002,236.00,0.21,0.00,0.70,13.10,85.00,49.40,65.40,91.00,31.00,61.00,51.70,4.50,108.90,--
6,Davis,Sacramento Valley,25/08/2002,237.00,0.21,0.00,0.65,13.00,89.00,48.30,68.10,92.00,24.00,55.00,51.50,4.40,105.50,66.80
6,Davis,Sacramento Valley,26/08/2002,238.00,0.28,0.00,0.65,10.60,98.40,54.70,76.60,81.00,10.00,34.00,46.10,6.30,153.10,67.40
6,Davis,Sacramento Valley,27/08/2002,239.00,0.33,0.00,0.59,9.50,99.00,70.70,84.50,38.00,14.00,23.00,43.20,11.00,266.00,68.10
6,Davis,Sacramento Valley,28/08/2002,240.00,0.24,0.00,0.59,12.60,97.10,62.40,78.00,69.00,20.00,38.00,50.60,6.00,144.20,68.90
6,Davis,Sacramento Valley,29/08/2002,241.00,0.17,0.00,0.52,14.90,85.00,--,73.50,83.00,37.00,53.00,55.20,6.90,166.90,69.90
6,Davis,Sacramento Valley,30/08/2002,242.00,0.19,0.00,0.58,14.30,88.80,53.50,69.80,90.00,26.00,57.00,54.10,4.70,112.50,67.80
6,Davis,Sacramento Valley,31/08/2002,243.00,0.19,0.00,0.59,12.50,97.20,52.70,74.80,85.00,15.00,42.00,50.50,3.20,77.90,67.90
6,Davis,Sacramento Valley,01/09/2002,244.00,0.21,0.00,0.56,11.10,102.40,58.30,80.10,66.00,13.00,31.00,47.20,3.60,85.80,68.70
6,Davis,Sacramento Valley,02/09/2002,245.00,0.22,0.00,0.56,11.50,100.40,59.00,79.00,66.00,15.00,34.00,48.30,4.90,119.00,69.50
6,Davis,Sacramento Valley,03/09/2002,246.00,0.27,0.00,0.56,10.70,91.80,62.00,76.00,63.00,20.00,35.00,46.30,8.90,214.00,68.70
6,Davis,Sacramento Valley,04/09/2002,247.00,0.24,0.00,0.55,9.80,87.40,56.50,69.90,74.00,12.00,39.00,43.90,9.60,231.30,67.40
6,Davis,Sacramento Valley,05/09/2002,248.00,0.18,0.00,0.54,9.30,81.90,51.80,65.50,74.00,21.00,43.00,42.60,6.50,156.50,66.20
6,Davis,Sacramento Valley,06/09/2002,249.00,0.20,0.00,0.57,10.00,78.00,50.10,63.60,80.00,26.00,50.00,44.60,7.60,183.50,65.40
6,Davis,Sacramento Valley,07/09/2002,250.00,0.16,0.00,0.60,10.00,80.30,44.70,62.20,91.00,19.00,53.00,44.70,4.30,102.60,64.40
6,Davis,Sacramento Valley,08/09/2002,251.00,0.19,0.00,0.60,9.20,86.60,46.20,66.70,85.00,16.00,41.00,42.50,4.30,103.00,64.40
6,Davis,Sacramento Valley,09/09/2002,252.00,0.21,0.00,0.59,8.80,92.20,50.50,71.10,67.00,14.00,34.00,41.30,4.20,102.40,64.70
6,Davis,Sacramento Valley,10/09/2002,253.00,0.18,0.00,0.58,9.30,96.20,50.50,73.40,71.00,13.00,33.00,42.70,3.00,72.40,65.40
6,Davis,Sacramento Valley,11/09/2002,254.00,0.20,0.00,0.56,9.70,96.00,55.00,75.30,61.00,14.00,32.00,43.60,4.30,104.90,66.40
6,Davis,Sacramento Valley,12/09/2002,255.00,0.17,0.00,0.56,11.80,94.30,52.30,70.50,80.00,19.00,46.00,48.90,4.40,106.60,66.60
6,Davis,Sacramento Valley,13/09/2002,256.00,0.16,0.00,0.59,11.80,89.80,49.30,67.30,87.00,19.00,52.00,48.90,4.10,100.10,65.70
6,Davis,Sacramento Valley,14/09/2002,257.00,0.16,0.00,0.53,11.60,91.30,49.20,69.50,87.00,16.00,47.00,48.50,4.10,98.60,65.50
6,Davis,Sacramento Valley,15/09/2002,258.00,0.18,0.00,0.52,12.90,82.70,55.90,67.40,81.00,34.00,56.00,51.40,8.70,210.20,65.40
6,Davis,Sacramento Valley,16/09/2002,259.00,0.14,0.00,0.58,13.20,82.50,48.60,65.40,90.00,35.00,62.00,52.00,4.20,102.00,64.50
6,Davis,Sacramento Valley,17/09/2002,260.00,0.15,0.00,0.57,13.60,86.60,53.10,69.50,84.00,31.00,55.00,52.70,3.60,87.40,65.30
6,Davis,Sacramento Valley,18/09/2002,261.00,0.34,0.00,0.57,9.80,92.30,63.70,78.80,57.00,17.00,29.00,44.00,14.30,345.40,65.70
6,Davis,Sacramento Valley,19/09/2002,262.00,0.19,0.00,0.57,8.90,94.70,61.80,77.30,50.00,16.00,28.00,41.40,4.20,100.30,66.30
6,Davis,Sacramento Valley,20/09/2002,263.00,0.16,0.00,0.56,10.40,95.20,53.50,73.80,68.00,16.00,37.00,45.60,3.10,74.20,65.90
6,Davis,Sacramento Valley,21/09/2002,264.00,0.18,0.00,0.62,10.30,97.40,53.00,73.70,63.00,16.00,36.00,45.30,3.30,80.80,65.30
6,Davis,Sacramento Valley,22/09/2002,265.00,0.17,0.00,0.59,11.30,99.60,53.20,75.60,73.00,15.00,37.00,47.70,3.10,74.70,66.10
6,Davis,Sacramento Valley,23/09/2002,266.00,0.17,0.00,0.59,10.50,99.70,56.40,76.80,66.00,14.00,33.00,45.70,2.80,67.60,67.00
6,Davis,Sacramento Valley,24/09/2002,267.00,0.17,0.00,0.59,9.80,95.00,52.60,72.80,65.00,15.00,36.00,44.00,3.50,83.60,66.70
6,Davis,Sacramento Valley,25/09/2002,268.00,0.18,0.00,0.58,9.80,97.00,53.00,73.60,69.00,13.00,35.00,44.10,3.80,91.90,66.00
6,Davis,Sacramento Valley,26/09/2002,269.00,0.17,0.00,0.58,12.10,85.20,53.00,67.00,75.00,30.00,53.00,49.50,7.30,177.00,65.50
6,Davis,Sacramento Valley,27/09/2002,270.00,0.12,0.00,0.50,12.50,70.90,55.70,62.40,77.00,52.00,65.00,50.50,7.10,170.90,64.40
6,Davis,Sacramento Valley,28/09/2002,271.00,0.10,0.00,0.43,12.20,72.20,52.50,62.10,85.00,49.00,64.00,49.80,4.90,117.90,63.20
6,Davis,Sacramento Valley,29/09/2002,272.00,0.15,0.00,0.57,12.10,76.00,53.00,63.10,83.00,42.00,61.00,49.50,7.20,174.90,62.80
6,Davis,Sacramento Valley,30/09/2002,273.00,0.13,0.00,0.66,11.10,77.10,--,66.90,91.00,32.00,49.00,47.20,3.80,92.20,63.20
6,Davis,Sacramento Valley,01/10/2002,274.00,0.33,0.00,0.72,5.20,74.60,56.40,64.90,37.00,15.00,25.00,28.20,17.20,415.30,60.70
6,Davis,Sacramento Valley,02/10/2002,275.00,0.29,0.00,0.76,4.40,76.80,51.50,64.30,31.00,12.00,21.00,23.80,13.60,327.90,59.10
6,Davis,Sacramento Valley,03/10/2002,276.00,0.17,0.00,0.72,5.60,81.90,43.80,63.80,48.00,14.00,28.00,30.00,3.60,88.10,59.30
6,Davis,Sacramento Valley,04/10/2002,277.00,0.20,0.00,0.72,8.30,85.70,50.60,67.60,51.00,21.00,36.00,39.70,5.70,137.50,60.50
6,Davis,Sacramento Valley,05/10/2002,278.00,0.19,0.00,0.72,9.10,88.00,51.20,69.50,67.00,18.00,37.00,42.10,4.90,117.70,61.10
6,Davis,Sacramento Valley,06/10/2002,279.00,0.18,0.00,0.72,10.20,92.10,54.50,72.40,68.00,19.00,37.00,45.00,3.70,88.40,62.20
6,Davis,Sacramento Valley,07/10/2002,280.00,0.18,0.00,0.72,9.80,94.60,54.00,72.40,65.00,14.00,36.00,43.90,3.90,94.70,62.80
6,Davis,Sacramento Valley,08/10/2002,281.00,0.16,0.00,0.71,10.00,93.40,51.70,70.10,69.00,17.00,40.00,44.70,3.10,75.50,62.80
6,Davis,Sacramento Valley,09/10/2002,282.00,0.16,0.00,0.67,10.60,88.60,50.50,67.20,70.00,18.00,46.00,46.00,4.40,106.90,62.70
6,Davis,Sacramento Valley,10/10/2002,283.00,0.11,0.00,0.46,12.00,73.30,50.10,61.90,82.00,47.00,63.00,49.40,8.30,201.40,61.70
6,Davis,Sacramento Valley,11/10/2002,284.00,0.16,0.00,0.63,8.40,80.60,48.10,61.20,91.00,17.00,46.00,40.00,6.60,160.20,59.60
6,Davis,Sacramento Valley,12/10/2002,285.00,0.15,0.00,0.66,6.20,83.20,42.30,61.60,73.00,12.00,33.00,32.20,3.60,87.40,58.40
6,Davis,Sacramento Valley,13/10/2002,286.00,0.15,0.00,0.67,6.10,86.50,45.10,63.80,59.00,13.00,30.00,32.10,3.30,80.80,58.40
6,Davis,Sacramento Valley,14/10/2002,287.00,0.16,0.00,0.66,6.80,89.80,51.80,67.00,65.00,13.00,30.00,34.60,3.90,95.30,59.30
6,Davis,Sacramento Valley,15/10/2002,288.00,0.13,0.00,0.64,9.90,77.80,44.40,59.80,78.00,31.00,56.00,44.20,4.80,117.00,59.20
6,Davis,Sacramento Valley,16/10/2002,289.00,0.11,0.00,0.64,10.50,73.60,45.50,57.30,86.00,40.00,65.00,45.80,5.00,121.40,58.90
6,Davis,Sacramento Valley,17/10/2002,290.00,0.10,0.00,0.63,10.50,71.50,41.70,54.60,92.00,47.00,72.00,45.80,5.70,137.60,57.80
6,Davis,Sacramento Valley,18/10/2002,291.00,0.07,0.00,0.51,10.90,69.30,44.90,54.90,92.00,52.00,74.00,46.80,3.50,84.90,57.30
6,Davis,Sacramento Valley,19/10/2002,292.00,0.09,0.00,0.61,11.10,75.80,42.50,57.50,94.00,39.00,69.00,47.40,3.00,72.10,57.20
6,Davis,Sacramento Valley,20/10/2002,293.00,0.10,0.00,0.62,11.70,79.00,44.40,60.70,97.00,33.00,65.00,48.80,2.90,69.30,58.00
6,Davis,Sacramento Valley,21/10/2002,294.00,0.14,0.00,0.62,9.50,78.40,48.70,62.20,83.00,28.00,50.00,43.10,5.80,139.10,57.90
6,Davis,Sacramento Valley,22/10/2002,295.00,0.11,0.00,0.65,10.50,71.20,45.30,56.90,84.00,43.00,67.00,45.90,6.10,147.50,57.00
6,Davis,Sacramento Valley,23/10/2002,296.00,0.04,0.00,0.33,10.50,61.90,43.80,51.70,93.00,61.00,80.00,45.80,4.20,101.50,55.80
6,Davis,Sacramento Valley,24/10/2002,297.00,0.03,0.00,0.32,9.60,58.90,38.40,49.90,94.00,62.00,78.00,43.40,2.50,59.20,54.20
6,Davis,Sacramento Valley,25/10/2002,298.00,0.08,0.00,0.52,9.80,68.50,45.50,56.10,83.00,40.00,64.00,44.10,4.60,110.90,54.80
6,Davis,Sacramento Valley,26/10/2002,299.00,0.09,0.00,0.62,9.90,72.70,38.30,55.00,92.00,31.00,67.00,44.40,4.70,112.90,54.60
6,Davis,Sacramento Valley,27/10/2002,300.00,0.11,0.00,0.62,8.80,77.40,42.70,58.60,91.00,24.00,52.00,41.20,4.70,113.00,55.10
6,Davis,Sacramento Valley,28/10/2002,301.00,0.09,0.00,0.63,8.40,77.50,38.10,56.20,83.00,27.00,55.00,40.10,3.00,72.10,54.80
6,Davis,Sacramento Valley,29/10/2002,302.00,0.10,0.00,0.63,7.60,75.30,38.50,55.70,84.00,19.00,50.00,37.40,3.30,80.80,54.50
6,Davis,Sacramento Valley,30/10/2002,303.00,0.13,0.00,0.63,4.90,68.70,40.30,52.80,68.00,17.00,36.00,26.40,6.00,144.30,53.30
6,Davis,Sacramento Valley,31/10/2002,304.00,0.15,0.00,0.65,3.30,69.90,36.80,53.10,43.00,14.00,24.00,16.90,7.10,170.20,--
6,Davis,Sacramento Valley,01/11/2002,305.00,0.19,0.00,0.63,2.20,67.00,40.50,54.60,30.00,11.00,15.00,8.00,9.30,225.40,50.80
6,Davis,Sacramento Valley,02/11/2002,306.00,0.12,0.00,0.64,3.00,69.40,35.70,50.90,36.00,12.00,23.00,14.70,3.80,92.70,49.60
6,Davis,Sacramento Valley,03/11/2002,307.00,0.10,0.00,0.61,4.00,72.60,36.80,52.60,51.00,14.00,30.00,22.00,2.90,69.80,49.80
6,Davis,Sacramento Valley,04/11/2002,308.00,0.09,0.00,0.62,6.20,71.70,35.90,52.00,81.00,25.00,47.00,32.20,2.60,62.80,49.90
6,Davis,Sacramento Valley,05/11/2002,309.00,0.08,0.00,0.64,7.50,70.50,34.50,50.70,87.00,34.00,59.00,37.10,2.80,67.10,50.00
6,Davis,Sacramento Valley,06/11/2002,310.00,0.06,0.00,0.42,8.70,65.30,38.20,53.10,77.00,44.00,63.00,40.90,3.20,78.30,50.00
6,Davis,Sacramento Valley,07/11/2002,311.00,0.05,2.15,0.24,13.40,63.40,51.60,56.90,94.00,77.00,85.00,52.30,15.00,361.60,51.40
6,Davis,Sacramento Valley,08/11/2002,312.00,0.06,0.19,0.44,15.10,67.80,55.00,60.10,94.00,73.00,85.00,55.60,11.20,271.10,53.00
6,Davis,Sacramento Valley,09/11/2002,313.00,0.03,0.20,0.30,12.90,63.20,51.10,56.30,92.00,70.00,83.00,51.30,7.40,179.10,52.70
6,Davis,Sacramento Valley,10/11/2002,314.00,0.04,0.16,0.29,13.60,65.20,51.50,57.10,95.00,71.00,85.00,52.70,7.90,190.70,52.60
6,Davis,Sacramento Valley,11/11/2002,315.00,0.07,0.00,0.61,12.90,64.70,48.90,55.20,97.00,68.00,87.00,51.30,5.20,125.40,52.60
6,Davis,Sacramento Valley,12/11/2002,316.00,0.05,0.06,0.50,12.60,66.20,46.40,54.60,95.00,70.00,87.00,50.80,4.60,111.80,52.30
6,Davis,Sacramento Valley,13/11/2002,317.00,0.07,0.00,0.62,12.10,66.60,49.00,58.10,91.00,56.00,73.00,49.60,4.80,114.90,53.10
6,Davis,Sacramento Valley,14/11/2002,318.00,0.12,0.00,0.68,9.80,70.10,46.40,57.50,86.00,44.00,61.00,44.10,8.30,200.00,51.80
6,Davis,Sacramento Valley,15/11/2002,319.00,0.04,0.00,0.50,11.30,64.50,41.30,50.80,97.00,66.00,89.00,47.70,2.40,58.50,50.70
6,Davis,Sacramento Valley,16/11/2002,320.00,0.02,0.01,0.27,12.10,57.60,46.80,50.90,98.00,85.00,95.00,49.60,3.40,82.10,51.10
6,Davis,Sacramento Valley,17/11/2002,321.00,0.08,0.00,0.63,10.50,65.00,46.50,53.30,99.00,52.00,75.00,45.80,6.50,156.90,51.10
6,Davis,Sacramento Valley,18/11/2002,322.00,0.06,0.00,0.58,9.50,61.80,38.70,49.60,95.00,62.00,78.00,43.10,3.60,85.70,49.80
6,Davis,Sacramento Valley,19/11/2002,323.00,0.07,0.00,0.64,9.60,65.60,37.80,50.60,96.00,48.00,76.00,43.50,3.10,74.10,49.00
6,Davis,Sacramento Valley,20/11/2002,324.00,0.05,0.00,0.58,11.30,71.60,40.80,52.60,97.00,54.00,83.00,47.70,1.50,35.70,49.20
6,Davis,Sacramento Valley,21/11/2002,325.00,0.05,0.00,0.49,12.30,69.80,44.90,55.60,97.00,54.00,82.00,50.10,2.80,67.80,49.70
6,Davis,Sacramento Valley,22/11/2002,326.00,0.04,0.00,0.45,11.50,65.90,44.00,53.00,95.00,62.00,84.00,48.30,3.60,87.10,50.10
6,Davis,Sacramento Valley,23/11/2002,327.00,0.01,0.00,0.19,11.20,55.80,42.70,49.20,98.00,84.00,94.00,47.60,3.40,82.90,49.60
6,Davis,Sacramento Valley,24/11/2002,328.00,0.00,0.00,0.13,11.50,54.40,48.70,51.10,96.00,81.00,90.00,48.30,4.10,100.10,50.00
6,Davis,Sacramento Valley,25/11/2002,329.00,0.18,0.00,0.66,6.50,66.50,45.30,55.70,94.00,24.00,43.00,33.60,15.30,368.70,49.50
6,Davis,Sacramento Valley,26/11/2002,330.00,0.17,0.00,0.66,5.40,73.20,40.90,57.50,85.00,15.00,33.00,28.90,10.30,248.50,49.10
6,Davis,Sacramento Valley,27/11/2002,331.00,0.05,0.00,0.60,8.60,64.40,35.00,48.20,94.00,45.00,74.00,40.50,2.20,51.90,47.80
6,Davis,Sacramento Valley,28/11/2002,332.00,0.05,0.00,0.58,8.70,65.60,35.10,48.00,95.00,47.00,76.00,41.00,1.70,42.00,47.20
6,Davis,Sacramento Valley,29/11/2002,333.00,0.05,0.00,0.54,8.00,62.40,34.40,45.80,96.00,42.00,76.00,38.70,1.90,46.90,46.40
6,Davis,Sacramento Valley,30/11/2002,334.00,0.03,0.00,0.38,8.90,59.00,34.40,46.00,94.00,65.00,84.00,41.50,2.50,59.30,45.60
6,Davis,Sacramento Valley,01/12/2002,335.00,0.05,0.00,0.54,8.90,61.20,38.90,48.30,95.00,55.00,77.00,41.60,3.30,79.30,46.10
6,Davis,Sacramento Valley,02/12/2002,336.00,0.05,0.00,0.58,8.70,67.10,36.80,48.80,95.00,44.00,74.00,40.80,2.20,52.10,45.90
6,Davis,Sacramento Valley,03/12/2002,337.00,0.04,0.00,0.52,9.00,61.10,36.30,47.00,96.00,60.00,82.00,41.80,2.00,47.70,45.60
6,Davis,Sacramento Valley,04/12/2002,338.00,0.06,0.00,0.58,9.10,63.70,38.50,49.50,94.00,49.00,75.00,42.00,3.50,84.30,45.70
6,Davis,Sacramento Valley,05/12/2002,339.00,0.04,0.00,0.47,9.40,60.40,38.40,48.00,96.00,62.00,83.00,43.00,2.40,57.60,45.70
6,Davis,Sacramento Valley,06/12/2002,340.00,0.04,0.00,0.46,9.70,60.60,39.20,48.40,95.00,65.00,84.00,43.90,2.60,63.90,45.80
6,Davis,Sacramento Valley,07/12/2002,341.00,0.05,0.00,0.57,9.20,66.10,39.00,49.00,96.00,48.00,78.00,42.30,3.20,77.50,45.80
6,Davis,Sacramento Valley,08/12/2002,342.00,0.03,0.00,0.42,8.70,56.80,34.40,44.80,96.00,66.00,86.00,40.90,3.00,73.30,45.20
6,Davis,Sacramento Valley,09/12/2002,343.00,0.01,0.13,0.17,10.20,53.40,40.20,46.50,97.00,91.00,95.00,45.10,3.10,74.70,45.00
6,Davis,Sacramento Valley,10/12/2002,344.00,0.02,0.04,0.31,11.80,61.10,44.70,50.80,98.00,79.00,93.00,48.90,4.90,118.40,46.40
6,Davis,Sacramento Valley,11/12/2002,345.00,0.02,0.00,0.37,10.60,55.20,41.40,47.90,98.00,82.00,93.00,46.00,2.70,65.80,46.90
6,Davis,Sacramento Valley,12/12/2002,346.00,0.00,0.00,0.12,10.30,48.20,42.50,46.20,98.00,93.00,97.00,45.30,4.20,100.90,46.60
6,Davis,Sacramento Valley,13/12/2002,347.00,0.00,1.59,0.07,11.90,54.50,46.30,51.10,95.00,88.00,93.00,49.20,11.40,276.10,46.70
6,Davis,Sacramento Valley,14/12/2002,348.00,0.02,1.07,0.06,12.20,59.60,51.50,54.40,95.00,73.00,85.00,49.90,14.90,360.50,47.80
6,Davis,Sacramento Valley,15/12/2002,349.00,0.02,0.56,0.13,11.60,55.00,49.10,52.30,92.00,82.00,86.00,48.40,11.60,278.90,47.50
6,Davis,Sacramento Valley,16/12/2002,350.00,0.05,1.96,0.41,11.50,60.00,48.50,53.00,93.00,63.00,83.00,48.20,13.00,312.90,47.60
6,Davis,Sacramento Valley,17/12/2002,351.00,0.04,0.00,0.45,9.00,55.90,40.60,48.60,90.00,61.00,77.00,41.70,6.40,154.90,46.90
6,Davis,Sacramento Valley,18/12/2002,352.00,0.05,0.00,0.63,7.80,55.20,33.80,44.20,96.00,58.00,79.00,38.10,3.60,86.50,45.30
6,Davis,Sacramento Valley,19/12/2002,353.00,0.01,0.72,0.05,8.00,47.40,37.50,42.30,95.00,71.00,87.00,38.80,8.50,206.20,43.90
6,Davis,Sacramento Valley,20/12/2002,354.00,0.01,0.73,0.17,9.80,48.80,42.50,46.10,94.00,89.00,92.00,44.00,10.30,248.80,43.10
6,Davis,Sacramento Valley,21/12/2002,355.00,0.03,0.12,0.46,10.40,56.20,42.30,48.60,94.00,74.00,89.00,45.50,7.40,178.60,44.60
6,Davis,Sacramento Valley,22/12/2002,356.00,0.09,0.00,0.65,7.40,54.40,40.90,46.70,91.00,56.00,68.00,36.80,13.90,336.00,44.10
6,Davis,Sacramento Valley,23/12/2002,357.00,0.06,0.00,0.65,6.90,53.40,37.00,44.00,94.00,55.00,71.00,35.20,7.60,182.50,43.10
6,Davis,Sacramento Valley,24/12/2002,358.00,0.02,0.00,0.30,7.90,49.00,36.60,42.30,94.00,73.00,86.00,38.50,3.30,79.70,42.70
6,Davis,Sacramento Valley,25/12/2002,359.00,0.01,0.00,0.25,7.90,43.40,34.20,40.10,96.00,90.00,94.00,38.50,2.70,64.10,42.40
6,Davis,Sacramento Valley,26/12/2002,360.00,0.01,0.10,0.17,10.00,51.90,42.10,46.90,95.00,84.00,91.00,44.40,3.30,80.70,43.10
6,Davis,Sacramento Valley,27/12/2002,361.00,0.02,0.02,0.17,11.90,57.10,49.20,53.40,92.00,80.00,85.00,49.10,8.00,192.20,45.00
6,Davis,Sacramento Valley,28/12/2002,362.00,0.01,0.50,0.08,11.00,56.80,45.60,50.50,92.00,77.00,88.00,47.10,10.10,244.60,46.10
6,Davis,Sacramento Valley,29/12/2002,363.00,0.05,0.13,0.61,9.50,57.70,41.60,48.50,94.00,62.00,82.00,43.20,6.00,145.30,45.50
6,Davis,Sacramento Valley,30/12/2002,364.00,0.01,0.04,0.17,9.60,49.90,42.90,47.00,93.00,79.00,88.00,43.60,8.40,202.10,45.10
6,Davis,Sacramento Valley,31/12/2002,365.00,0.06,0.42,0.61,9.70,58.30,39.40,49.60,95.00,61.00,80.00,43.80,7.70,185.30,45.00
6,Davis,Sacramento Valley,01/01/2003,1.00,0.04,0.00,0.49,9.40,53.60,39.00,45.30,98.00,78.00,91.00,42.90,4.00,97.60,44.50
6,Davis,Sacramento Valley,02/01/2003,2.00,0.02,0.00,0.29,9.60,53.30,39.90,45.50,97.00,84.00,92.00,43.40,3.70,89.40,44.40
6,Davis,Sacramento Valley,03/01/2003,3.00,0.05,0.00,0.60,9.50,58.40,39.40,47.90,96.00,64.00,83.00,43.10,5.00,119.90,44.30
6,Davis,Sacramento Valley,04/01/2003,4.00,0.02,0.00,0.38,10.80,59.50,42.50,48.50,98.00,75.00,93.00,46.50,3.00,73.00,44.90
6,Davis,Sacramento Valley,05/01/2003,5.00,0.10,0.00,0.64,10.00,64.90,43.80,55.20,93.00,48.00,67.00,44.50,11.40,274.00,45.60
6,Davis,Sacramento Valley,06/01/2003,6.00,0.06,0.00,0.63,9.50,57.60,37.80,48.30,98.00,52.00,82.00,43.10,5.00,121.60,46.10
6,Davis,Sacramento Valley,07/01/2003,7.00,0.04,0.01,0.56,9.40,60.00,36.10,45.90,99.00,61.00,90.00,43.00,5.60,135.60,45.20
6,Davis,Sacramento Valley,08/01/2003,8.00,0.01,0.00,0.21,9.30,48.00,41.70,43.80,99.00,88.00,96.00,42.80,4.10,97.90,45.00
6,Davis,Sacramento Valley,09/01/2003,9.00,0.00,0.67,0.13,9.70,47.20,40.80,44.60,98.00,94.00,97.00,43.80,3.30,79.30,44.80
6,Davis,Sacramento Valley,10/01/2003,10.00,0.01,0.31,0.16,12.50,56.10,46.20,51.40,99.00,92.00,97.00,50.40,6.90,166.10,45.50
6,Davis,Sacramento Valley,11/01/2003,11.00,0.01,0.00,0.19,12.20,54.10,48.60,50.90,98.00,91.00,96.00,49.80,3.10,73.70,46.80
6,Davis,Sacramento Valley,12/01/2003,12.00,0.01,0.22,0.20,12.80,56.70,48.00,52.00,99.00,90.00,97.00,51.20,4.00,97.40,47.10
6,Davis,Sacramento Valley,13/01/2003,13.00,0.03,0.00,0.42,13.60,62.90,47.50,54.80,98.00,80.00,93.00,52.80,3.90,94.10,48.40
6,Davis,Sacramento Valley,14/01/2003,14.00,0.03,0.01,0.41,13.30,64.00,47.20,53.80,100.00,77.00,94.00,52.10,4.60,111.70,48.80
6,Davis,Sacramento Valley,15/01/2003,15.00,0.06,0.00,0.66,10.60,60.10,41.70,50.60,99.00,65.00,85.00,46.20,5.10,123.50,48.90
6,Davis,Sacramento Valley,16/01/2003,16.00,0.05,0.01,0.65,9.70,61.00,36.40,46.30,99.00,67.00,91.00,43.70,2.40,58.40,46.90
6,Davis,Sacramento Valley,17/01/2003,17.00,0.01,0.01,0.20,9.50,46.30,39.20,43.30,100.00,97.00,99.00,43.10,3.20,77.30,45.80
